ID,serial number,class,function,function first,function end,code,number,Taisho,koreana,folio code,author,Indian translator,Tibetan translator,calibration,Chinese translation,Sanskrit title,Title romanisation,Tibetan title,Dazheng holding,Barry holding,Nanjo,Other,PDF,WEB_PDF,WEB_HTML,Remarks
1663,2186,怛特羅部,通帙第129La,129,129,1663,1663,,,58b5-116a5,Shi-baḥi bśes-gñen,Śraddhākaravarma、Dharmaśribhadra,Rin-chen bzaṅ-po,,一切佛平等和合難語釋,Sarvabuddhasamayogapañjikā,Saṅs-rgyas thams-cas daṅ mñam-par-sbyor-baḥi dkaḥ-ḥgrel,སངས་རྒྱས་ཐམས་ཅད་དང་མཉམ་པར་སྦྱོར་བའི་དཀའ་འགྲེལ,,,,,,,,
1664,2187,怛特羅部,通帙第129La,129,129,1664,1664,,,116a5-133b2,Kukurāja,Vīdyākarasiṁha,Lha rin-po-che,,吉祥金剛薩埵秘密義莊嚴,Śrī-vajrasattvaguhyārthadharavyūha-nāma,Dpal rdo-rje-sems-dpaḥi gsaṅ-baḥi don rnam-par-dgod-pa shes-bya-ba,དཔལ་རྡོ་རྗེ་སེམས་དཔའི་གསང་བའི་དོན་རྣམ་པར་དགོད་པ་ཞེས་བྱ་བ,,,,,,,,
1665,2188,怛特羅部,通帙第129La,129,129,1665,1665,,,133b2-139a1,Kukurāja,Vīdyākarasiṁha,Lha rin-po-che,,吉祥呬嚕秘密義莊嚴,Śrī-vajraherukaguhyārthadharavyūha-nāma,Dpal he-ru-kaḥi gsaṅ-baḥi don rnam-par bkod-pa shes-bya-ba,དཔལ་ཧེ་རུ་ཀའི་གསང་བའི་དོན་རྣམ་པར་བཀོད་པ་ཞེས་བྱ་བ,,,,,,,,
1666,2189,怛特羅部,通帙第129La,129,129,1666,1666,,,139a1-143b6,Kukurāja,Vīdyākarasiṁha,Lha rin-po-che,,吉祥毗盧遮那秘密莊嚴,Śrī-vairocanaguhyārthadharavyūha-nāma,Dpal rnam-par-snaṅ-mdsad-kyi gsaṅ-baḥi don rnam-par-dgod-pa shes-bya-ba,དཔལ་རྣམ་པར་སྣང་མཛད་ཀྱི་གསང་བའི་དོན་རྣམ་པར་དགོད་པ་ཞེས་བྱ་བ,,,,,,,,
1667,2190,怛特羅部,通帙第129La,129,129,1667,1667,,,143b6-148b6,Kukurāja,Vīdyākarasiṁha,Lha rin-po-che,,吉祥蓮華歌舞自在秘密義莊嚴,Śrī-padmanarteśvarīguhyārthadharavyūha-nāma,Dpal padma gar-gyi dbaṅ-phyug-gi gsaṅ-baḥi don rnam-par-dgod-pa shes-bya-ba,དཔལ་པདྨ་གར་གྱི་དབང་ཕྱུག་གི་གསང་བའི་དོན་རྣམ་པར་དགོད་པ་ཞེས་བྱ་བ,,,,,,,,
1668,2191,怛特羅部,通帙第129La,129,129,1668,1668,,,148b6-153b1,Kukurāja,Vīdyākarasiṁha,Lha rin-po-che,,吉祥金剛寶光秘密義莊嚴,Śrī-vajraratnaprabhāguhyārthadharavyūha-nāma,Dpal rdo-rje rin-chen ñi-maḥi gsaṅ-baḥi don rnam-par-dgod-pa shes-bya-ba,དཔལ་རྡོ་རྗེ་རིན་ཆེན་ཉི་མའི་གསང་བའི་དོན་རྣམ་པར་དགོད་པ་ཞེས་བྱ་བ,,,,,,,,
1669,2192,怛特羅部,通帙第129La,129,129,1669,1669,,,153b1-157b2,Kukurāja,Vīdyākarasiṁha,Lha rin-po-che,,吉祥優馬遊戲秘密義莊嚴,Śrī-sughoṭalalitaguhyārthadharavyūha-nāma,Dpal rta mchog rol-paḥi gsaṅ-baḥi don rnam-par-dgod-pa shes-bya-ba,དཔལ་རྟ་མཆོག་རོལ་པའི་གསང་བའི་དོན་རྣམ་པར་དགོད་པ་ཞེས་བྱ་བ,,,,,,,,
1670,2193,怛特羅部,通帙第129La,129,129,1670,1670,,,157b2-171b5,kukurāja,Śrīvajrahasa,Rma rin-chen mchog,,一切曼荼羅隨入五儀軌,Sarvamaṇḍalānuvartipañcavidhi-nāma,Dkyil-ḥkhor thams-cad-kyi rjes-su-ḥjug-paḥi cho-ga lṅa-pa shes-bya-ba,དཀྱིལ་འཁོར་ཐམས་ཅད་ཀྱི་རྗེས་སུ་འཇུག་པའི་ཆོ་ག་ལྔ་པ་ཞེས་བྱ་བ,,,,,,,,
1671,2194,怛特羅部,通帙第129La,129,129,1671,1671,,,171b6-195a7,Kukurāja,Gulendragupta,Dran-pa nam-mkhaḥ,Lha rin-pa-cha,吉祥一切佛平等和合曼荼羅儀軌,Śrī-sarvabuddhasamayogamaṇḍalavidhi-nāma,Dpal saṅs-rgyas thams-cad daṅ mñam-par-sbyor-baḥi dkyil-ḥkhor-gyi cho-ga shes-bya-ba,དཔལ་སངས་རྒྱས་ཐམས་ཅད་དང་མཉམ་པར་སྦྱོར་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ,,,,,,,,
1672,2195,怛特羅部,通帙第129La,129,129,1672,1672,,,195a7-199a4,Indrabhūti,Indrabhūti,Dran-pa nam-mkhaḥ,Lha rin-po-che,一切佛平等和合聚儀軌,Sarvabuddhasamayogagaṇavidhi-nāma,Saṅs-rgyas thams-cad daṅ mñam-par sbyor-baḥi tshogs-kyi cho-ga shes-bya-ba,སངས་རྒྱས་ཐམས་ཅད་དང་མཉམ་པར་སྦྱོར་བའི་ཚོགས་ཀྱི་ཆོ་ག་ཞེས་བྱ་བ,,,,,,,,
1673,2196,怛特羅部,通帙第129La,129,129,1673,1673,,,199a5-200a7,Thu-bo rājahasti,,,,吉祥呬嚕迦成就法,Śrī-vajraheruka-nāma-sādhana,Dpal he-ru-ka shes-bya-baḥi sgrub-thabs,དཔལ་ཧེ་རུ་ཀ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས,,,,,,,,
1674,2197,怛特羅部,通帙第129La,129,129,1674,1674,,,200a7-208a3,Hūṁ-mdsad rdo-rje,Vidyākarasiṁha,Lha rin-po-che,,吉祥呬嚕迦成就,Śrī-vajraherukasādhana-nāma,Dpal he-ru-kaḥi sgrub-paḥi thabs shes-bya-ba,དཔལ་ཧེ་རུ་ཀའི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ,,,,,,,,
1675,2198,怛特羅部,通帙第129La,129,129,1675,1675,,,208a4-216b5,Hruṁ,Vajrahasa,Rma rin-chen mchog,Phyi-ma dag,吉祥呬嚕迦成就法,Śrī-ḥerukasādhana,Dpal he-ru-ka shes-bya-baḥi sgrub-paḥi thabs,དཔལ་ཧེ་རུ་ཀ་ཞེས་བྱ་བའི་སྒྲུབ་པའི་ཐབས,,,,,,,,
1676,2199,怛特羅部,通帙第129La,129,129,1676,1676,,,216b5-257a2,Hruṁ-mdsad grags-pa,Rdo-rje bshad-pa,Rma rin-chen mchog,,四支義光,Caturaṅgārthāloka-nāma,Yan-lag bshiḥi don snaṅ-bar-byed-pa shes-bya-ba,ཡན་ལག་བཞིའི་དོན་སྣང་བར་བྱེད་པ་ཞེས་བྱ་བ,,,,,,,,
1677,2200,怛特羅部,通帙第129La,129,129,1677,1677,,,257a2-276a5,Hruṁ-mdsad rdo-rje,Vidyākarasiṁha,Lha rin-po-che,,吉祥一切佛平等和合曼荼羅成就法次第,Śrī-sarvabuddhasamayogamaṇḍalasādhanakrama-nāma,Dpal saṅs-rgyas thams-cad daṅ mñam-par-sbyor-baḥi dkyil-ḥkhor sgrub-paḥi rim-pa shes-bya-ba,དཔལ་སངས་རྒྱས་ཐམས་ཅད་དང་མཉམ་པར་སྦྱོར་བའི་དཀྱིལ་འཁོར་སྒྲུབ་པའི་རིམ་པ་ཞེས་བྱ་བ,,,,,,,,
1678,2201,怛特羅部,通帙第129La,129,129,1678,1678,,,276a5-277b4,Vajrahruṁkara,Vajrahruṁkara,Gnubs nam-mkhaḥi sñiṅ-po,,吉祥大飲血成就法正成就,Saṁsiddhimahāśrīherukasādhana-nāma,Dpal khrag ḥthuṅ chen-poḥi sgrub-thabs yaṅ-dag-par grub-pa shes-bya-ba,དཔལ་ཁྲག་འཐུང་ཆེན་པོའི་སྒྲུབ་ཐབས་ཡང་དག་པར་གྲུབ་པ་ཞེས་བྱ་བ,,,,,,,,
1679,2202,怛特羅部,通帙第129La,129,129,1679,1679,,,277b4-298b7,Rin-chen rdo-rje (K),,Ye-śes、Gñan bsod-nams,,怛特羅大王吉祥一切佛平等和合荼枳尼幻勝樂曼荼羅儀軌一切眾生樂生,Śrī-sarvabuddhasamayogaḍākinīsambara-mahātantrarāja-nāma-maṇḍalavidhisarvasattvasukhodaya-nāma,Rgyud-kyi rgyal-po chen-po dpal saṅs-rgyas thams-cad daṅ mñam-par-sbyor-ba mkhaḥ-ḥgro-ma sgyu-ma bde-mchog ces-bya-baḥi dkyil-ḥkhor-gyi cho-ga sems-can thams-cad-kyi bde-ba skyed-ma shes-bya-ba,རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དཔལ་སངས་རྒྱས་ཐམས་ཅད་དང་མཉམ་པར་སྦྱོར་བ།མཁའ་འགྲོ་མ་སྒྱུ་མ་བདེ་མཆོག་ཅེས་བྱ་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་སེམས་ཅན་ཐམས་ཅད་ཀྱི་བདེ་བ་སྐྱེད་མ་ཞེས་བྱ་བ,,,,,,,,
1680,2203,怛特羅部,通帙第129La,129,129,1680,1680,,,299a1-300a2,Indrabhūti,,,,金剛薩埵成就法,Vajrasattvasādhana,Rdo-rje-sems-dpaḥi sgrub-thabs,རྡོ་རྗེ་སེམས་དཔའི་སྒྲུབ་ཐབས,,,,,,,,
1681,2204,怛特羅部,通帙第129La,129,129,1681,1681,,,300a3-305b7,Thu-bo rājahasti,,,,薄伽梵吉祥大樂金剛薩埵成就法,Bhagavacchrīmahāsukhavajrasattvasādhana,Bcom-ldan-ḥdas dpal bde-ba-chen-po rdo-rje-sems-dpaḥi sgrub-thabs,བཅོམ་ལྡན་འདས་དཔལ་བདེ་བ་ཆེན་པོ་རྡོ་རྗེ་སེམས་དཔའི་སྒྲུབ་ཐབས,,,,,,,,
1682,2205,怛特羅部,通帙第129La,129,129,1682,1682,,,306a1-312a7,Thu-bo rājahasti,,,,吉祥金剛薩埵隨念儀軌,Śrī-vajrasattvānusmṛti-nāma-vidhi,Dpal rdo-rje-sems-dpaḥ rjes-su-dran-paḥi shes-bya-ba,དཔལ་རྡོ་རྗེ་སེམས་དཔའ་རྗེས་སུ་དྲན་པའི་ཞེས་བྱ་བ,,,,,,,,
1683,2206,怛特羅部,通帙第130Śa,130,130,1683,1683,,,1b1-5b7,Klu-sgrub,Dharmavajra,Dharma rin-chen,,多羅母成就法,Tārāsādhana,Sgrol-maḥi sgrub-thabs,སྒྲོལ་མའི་སྒྲུབ་ཐབས,,,,,,,,
1684,2207,怛特羅部,通帙第130Śa,130,130,1684,1684,,,6a1-6b5,Klu-sgrub,,,,大悲心聖多羅母成就法總現觀,,Thugs-rje-chen-po ḥphags-ma sgrol-maḥi sgrub-thabs spyiḥi mṅon-par-rtogs-pa shes-bya-ba,ཐུགས་རྗེ་ཆེན་པོ་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས་སྤྱིའི་མངོན་པར་རྟོགས་པ་ཞེས་བྱ་བ,,,,,,,,
1685,2208,怛特羅部,通帙第130Śa,130,130,1685,1685,,,6b5-10a7,Ñi-ma sbas-pa (K),Mañjuśrī,Mal-gyo blo-gros grags-pa,,多羅天女讚二十一尊成就法,Tārādevīstotraikaviṁśatikasādhana-nāma,Lha-mo sgrol-maḥi bstod-pa ñi-śu-rtsa-gcig-paḥi sgrub-thabs shes-bya-ba,ལྷ་མོ་སྒྲོལ་མའི་བསྟོད་པ་ཉི་ཤུ་རྩ་གཅིག་པའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ,,,,,,,,
1686,2209,怛特羅部,通帙第130Śa,130,130,1686,1686,,,10a7-24b6,Ñi-ma sbas-pa (K),Mañjuśrī,Mal-gyo blo-gros grags-pa,,聖多羅母尊成就法二十一尊分作法略集,,Rje-btsun-ma ḥphags-ma sgrol-maḥi sgrub-thabs ñi-śu-rtsa-gcig-paḥi las-kyi yan-lag daṅ-bcas-pa mdo-bsdus-pa shes-bya-ba,རྗེ་བཙུན་མ་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས་ཉི་ཤུ་རྩ་གཅིག་པའི་ལས་ཀྱི་ཡན་ལག་དང་བཅས་པ་མདོ་བསྡུས་པ་ཞེས་བྱ་བ,,,,,,,,
1687,2210,怛特羅部,通帙第130Śa,130,130,1687,1687,,,24b7-25b6,Ñi-ma sbas-pa,Kha-cheḥi paṇḍit (K),,,多羅母成就法優波提舍次第,Tārāsādhanopadeśakrama,Sgrol-maḥi sgrub-thabs man-ṅag-gi rim-pa,སྒྲོལ་མའི་སྒྲུབ་ཐབས་མན་ངག་གི་རིམ་པ,,,,,,,,
1688,2211,怛特羅部,通帙第130Śa,130,130,1688,1688,,,25b6-35a1,Ñi-ma sbas-pa,Śākyaśrībhadra (K),Byams-paḥi dpal,,薄伽梵多羅母二十一讚成就法,Bhagavatītārādevyekaviṁśatistotrasādhana,Bcom-ldan-ḥdas-ma sgrol-ma-la bstod-pa ñi-śu-rtsa-gcig-paḥi sgrub-thabs,བཅོམ་ལྡན་འདས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ་ཉི་ཤུ་རྩ་གཅིག་པའི་སྒྲུབ་ཐབས,,,,,,,,
1689,2212,怛特羅部,通帙第130Śa,130,130,1689,1689,,,35a1-38b2,Sūryagupta,Dīpaṁkaraśrījñāna,Rgya brtson-ḥgrus seṅ-ge,,多羅天女二十一讚清淨髻珠,Devītāraikaviṁśatistotraviśuddhacūḍāmaṇi-nāma,Lha-mo sgrol-ma ñi-śu-rtsa-gcig-la bstod-pa rnam-dag gtsug-gi nor-bu shes-bya-ba,ལྷ་མོ་སྒྲོལ་མ་ཉི་ཤུ་རྩ་གཅིག་ལ་བསྟོད་པ།རྣམ་དག་གཙུག་གི་ནོར་བུ་ཞེས་བྱ་བ,,,,,,,,
1690,2213,怛特羅部,通帙第130Śa,130,130,1690,1690,,,38b2-42a5,Thams-cad mkhyen-paḥi bśes-gñen,,,,鬘特讚,Sragdharastotra,Phreṅ-ba ḥdsin-paḥi bstod-pa,ཕྲེང་བ་འཛིན་པའི་བསྟོད་པ,,,,,,,,
1691,2214,怛特羅部,通帙第130Śa,130,130,1691,1691,,,42a5-46a1,Thams-cad mkhyen-paḥi bśes-gñen,Kanakavarma,Ba-tshab ñi-ma grags,Maṇikaśrījñāna、Chos-rje dpal,華鬘持讚,Sragdharastotra,Me-tog phreṅ ḥdsin-gyi bstod-pa,མེ་ཏོག་ཕྲེང་འཛིན་གྱི་བསྟོད་པ,,,,,,,,
1692,2215,怛特羅部,通帙第130Śa,130,130,1692,1692,,,46a2-49b6,Thams-cad mkhyen-paḥi bśes-gñen,,Zla-ba gshon-nu,,聖多羅母華鬘持讚,Āryatārāsragdharastotra,Ḥphags-ma sgrol-maḥi me-tog phreṅ-ba ḥdsin-paḥi bstod-pa,འཕགས་མ་སྒྲོལ་མའི་མེ་ཏོག་ཕྲེང་བ་འཛིན་པའི་བསྟོད་པ,,,,,,,,
1693,2216,怛特羅部,通帙第130Śa,130,130,1693,1693,,,49b6-51a3,Ñi-ma sbas-pa (K),Sādhukīrti,Ldan-ma tshul-khrims seṅ-ge,,聖多羅母讚,Āryatārāstotra,Ḥphags-ma sgrol-ma-la bstod-pa,འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ,,,,,,,,
1694,2217,怛特羅部,通帙第130Śa,130,130,1694,1694,,,51a3-52a5,Thams-cad-mkhyen-paḥi bśes-gñen,Śākyaśrī,Byams-paḥi dpal,,多羅天女悲嘆祈願讚,Devītārākuvākyādhyeṣana-nāma-stotra,Lha-mo sgrol-ma-la smre-sṅags-kyi gsol-ba ḥdebs-pa shes-bya-baḥi bstod-pa,ལྷ་མོ་སྒྲོལ་མ་ལ་སྨྲེ་སྔགས་ཀྱི་གསོལ་བ་འདེབས་པ་ཞེས་བྱ་བའི་བསྟོད་པ,,,,,,,,
1695,2218,怛特羅部,通帙第130Śa,130,130,1695,1695,,,52a5-52b1,,Dīpaṁkaraśrījñāna,Nag-tsho tshul-khrims-rgyal-ba,,多羅母三寶讚,,Sgrol-ma dkon-mchog-gsum-la bstod-pa,སྒྲོལ་མ་དཀོན་མཆོག་གསུམ་ལ་བསྟོད་པ,,,,,,,,
1696,2219,怛特羅部,通帙第130Śa,130,130,1696,1696,,,52b1-53a2,,Dīpaṁkaraśrījñāna,Dge-baḥi blo-gros,Pho-braṅ byaṅ-chub ḥod,菩提心樂優波提舍,Bodhicittamahāsukhāmnāya,Byaṅ-chub-kyi sems bde-baḥi man-ṅag,བྱང་ཆུབ་ཀྱི་སེམས་བདེ་བའི་མན་ངག,,,,,,,,
1697,2220,怛特羅部,通帙第130Śa,130,130,1697,1697,,,53a2-55a7,Tathāgatarakṣita,,Mya-ṅan-med-paḥi dpal,,華鬘持成就法,Sragdharasādhana,Me-tog-phreṅ-ḥdsin-gyi sgrub-paḥi thabs,མེ་ཏོག་ཕྲེང་འཛིན་གྱི་སྒྲུབ་པའི་ཐབས,,,,,,,,
1698,2221,怛特羅部,通帙第130Śa,130,130,1698,1698,,,55a7-56a2,Tathāgatarakṣita,Tathāgatarakṣita,Mya-ṅan-med-paḥi dpal,,空性修習,Śūnyatābhāvanā,Stoṅ-pa ñid bsgom-pa,སྟོང་པ་ཉིད་བསྒོམ་པ,,,,,,,,
1699,2222,怛特羅部,通帙第130Śa,130,130,1699,1699,,,56a2-56b1,Tathāgatarakṣita,Tathāgatarakṣita,Mya-ṅan-med-paḥi dpal,,邪見摧破,Kudṛṣṭidūṣaṇa,Log-par-lta-ba sun-dbyuṅ-ba,ལོག་པར་ལྟ་བ་སུན་དབྱུང་བ,,,,,,,,
1700,2223,怛特羅部,通帙第130Śa,130,130,1700,1700,,,56b2-57a3,Tathāgatarakṣita,Tathāgatarakṣita,Mya-ṅan-med-paḥi dpal,,盜賊縛,Caurabandhana,Chom-rkun bciṅ-ba,ཆོམ་རྐུན་བཅིང་བ,,,,,,,,
1701,2224,怛特羅部,通帙第130Śa,130,130,1701,1701,,,57a3-57b4,Tathāgatarakṣita,Tathāgatarakṣita,Mya-ṅan-med-paḥi dpal,,明智生起,Vidyāvardhana,Rig-pa bskyed-pa,རིག་པ་བསྐྱེད་པ,,,,,,,,
1702,2225,怛特羅部,通帙第130Śa,130,130,1702,1702,,,57b5-58a6,Tathāgatarakṣita,Tathāgatarakṣita,Mya-ṅan-med-paḥi dpal,,死逃避,Mṛtyuṣṭhāpaka,Ḥchi-ba bslu-ba,འཆི་བ་བསླུ་བ,,,,,,,,
1703,2226,怛特羅部,通帙第130Śa,130,130,1703,1703,,,58a7-60b5,Maticitra,,,,聖母多羅天女讚一切義成就讚嘆王,Āryātārādevīstotrasarvārthasiddhi-nāma-stotrarāja,Ḥphags-ma lha-mo sgrol-maḥi bstod-pa don thams-cad grub-pa shes-bya-ba bstod-paḥi rgyal-po,འཕགས་མ་ལྷ་མོ་སྒྲོལ་མའི་བསྟོད་པ་དོན་ཐམས་ཅད་གྲུབ་པ་ཞེས་བྱ་བ་བསྟོད་པའི་རྒྱལ་པོ,,,,,,,,
1704,2227,怛特羅部,通帙第130Śa,130,130,1704,1704,,,60a5-62a2,,Mahājana,Gshon-nu ḥod,,聖幻網次第多羅母尊成就法,Ārya-māyājālakramena-bhaṭṭārikātārāsādhana,Ḥphags-pa sgyu-ḥphrul dra-baḥi rim-pas rje-btsun sgrol-maḥi sgrub-thabs,འཕགས་པ་སྒྱུ་འཕྲུལ་དྲ་བའི་རིམ་པས་རྗེ་བཙུན་སྒྲོལ་མའི་སྒྲུབ་ཐབས,,,,,,,,
1705,2228,怛特羅部,通帙第130Śa,130,130,1705,1705,,,62a2-63b3,Lhan-cig skyes-paḥi rdo-rje,,Ḥbrog-mi lo-tsā-ba,,聖多羅母曼荼羅成就法儀軌,Āryātārāmaṇḍalavidhi-nāma-sādhana,Ḥphags-ma sgrol-maḥi dkyil-ḥkhor-gyi sgrub-thabs cho-ga shes-bya-ba,འཕགས་མ་སྒྲོལ་མའི་དཀྱིལ་འཁོར་གྱི་སྒྲུབ་ཐབས་ཆོ་ག་ཞེས་བྱ་བ,,,,,,,,
1706,2229,怛特羅部,通帙第130Śa,130,130,1706,1706,,,63b3-67b1,,Saṁghaśrībhadra,Ḥjam-dpal sgeg-paḥi rdo-rje,,聖住處自在母成就法,Āryā-pīṭheśvarīsādhana-nāma,Ḥphags-pa gnas-kyi dbaṅ-phyug-maḥi sgrub-paḥi thabs shes-bya-ba,འཕགས་པ་གནས་ཀྱི་དབང་ཕྱུག་མའི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ,,,,,,,,
1707,2230,怛特羅部,通帙第130Śa,130,130,1707,1707,,,67b1-69a2,,Saṁghaśrībhadra,Ḥjam-dpal sgeg-paḥi rdo-rje,,吉祥烏仗那（國）多羅母現觀次第,Śrī-uḍḍiyānatārābhisamayakrama-nāma,Dpal u-rgyan-gyi sgrol-maḥi mṅon-par-rtogs-paḥi rim-pa shes-bya-ba,དཔལ་ཨུ་རྒྱན་གྱི་སྒྲོལ་མའི་མངོན་པར་རྟོགས་པའི་རིམ་པ་ཞེས་བྱ་བ,,,,,,,,
1708,2231,怛特羅部,通帙第130Śa,130,130,1708,1708,,,69a2-69b1,,Saṁghaśrībhadra,Ḥjam-dpal sgeg-paḥi rdo-rje,,烏仗那（國）多羅母次第,Uḍḍiyānatārākrama,U-rgyan-gyi sgrol-maḥi rim-pa,ཨུ་རྒྱན་གྱི་སྒྲོལ་མའི་རིམ་པ,,,,,,,,
1709,2232,怛特羅部,通帙第130Śa,130,130,1709,1709,,,69b1-71a4,Parahita,Saṁghaśrībhadra,Ḥjam-dpal sgeg-paḥi rdo-rje,,曼荼羅灌頂儀軌,Maṇḍalābhiṣekavidhi,Dkyil-ḥkhor-du dbaṅ-bskur-baḥi cho-ga,དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་ཆོ་ག,,,,,,,,
1710,2233,怛特羅部,通帙第130Śa,130,130,1710,1710,,,71a5-72a1,,,,,一勇者瑜祇母成就法,Ekavīrayoginīsādhana-nāma,Dpaḥ-bo gcig-paḥi rnal-ḥbyor-maḥi sgrub-paḥi thabs shes-bya-ba,དཔའ་བོ་བཅིག་པའི་རྣལ་འབྱོར་མའི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ,,,,,,,,
1711,2234,怛特羅部,通帙第130Śa,130,130,1711,1711,,,72a1-75a1,Mkhaḥ-ḥgro-ma rdo-rje-gdan-ma,Parahita,Śes-rab rgyal-mtshan,,烏仗那（國）次第多羅母成就法,Uḍḍiyānakramatārādevīsādhana-nāma,U-rgyan-gyi rim-paḥi sgrol-maḥi sgrub-thabs shes-bya-ba,ཨུ་རྒྱན་གྱི་རིམ་པའི་སྒྲོལ་མའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ,,,,,,,,
1712,2235,怛特羅部,通帙第130Śa,130,130,1712,1712,,,75a1-75a7,,Parahita,Śes-rab rgyal-mtshan,,供物儀軌小品,Balyalpavidhi,Gtor-maḥi cho-ga ñuṅ-ṅu,གཏོར་མའི་ཆོ་ག་ཉུང་ངུ,,,,,,,,
1713,2236,怛特羅部,通帙第130Śa,130,130,1713,1713,,,75b1-77b3,,Parahita,Śes-rab rgyal-mtshan,,國土自在母供養次第,Pīṭheśvarīpūjākrama,Shiṅ-gi dbaṅ-phyug-maḥi mchod-paḥi rim-pa,ཞིང་གི་དབང་ཕྱུག་མའི་མཆོད་པའི་རིམ་པ,,,,,,,,
1714,2237,怛特羅部,通帙第130Śa,130,130,1714,1714,,,77b3-78b6,,Parahita,Nag-tsho tshul-khrims rgyal-mtshan,,真性偈,Tattvakārikā,De-kho-na-ñid-kyi tshig-leḥur-byas-pa,དེ་ཁོ་ན་ཉིད་ཀྱི་ཚིག་ལེའུར་བྱས་པ,,,,,,,,
1715,2238,怛特羅部,通帙第130Śa,130,130,1715,1715,,,78b6-83b4,Sujayaśrībhadra,Parahita,Śes-rab rgyal-mtshan,,真性偈優波提舍註釋,Tattvakārikopadeśavṛtti-nāma,De-kho-na-ñid-kyi tshig-leḥur-byas-paḥi man-ṅag-gi ḥgrel-pa shes-bya-ba,དེ་ཁོ་ན་ཉིད་ཀྱི་ཚིག་ལེའུར་བྱས་པའི་མན་ངག་གི་འགྲེལ་པ་ཞེས་བྱ་བ,,,,,,,,
1716,2239,怛特羅部,通帙第130Śa,130,130,1716,1716,,,83b4-84a5,Mi-bskyod-rdo-rje,Parahita,Śes-rab rgyal-mtshan,,大住處次第多羅天女讚,Pīṭhakramatārādevīstotra,Gnas-chen-gyi rim-paḥi lha-mo sgrol-maḥi bstod-pa,གནས་ཆེན་གྱི་རིམ་པའི་ལྷ་མོ་སྒྲོལ་མའི་བསྟོད་པ,,,,,,,,
1717,2240,怛特羅部,通帙第130Śa,130,130,1717,1717,,,84a5-86a6,(Blon-poḥi rigs) Śin-tu dgaḥ-baḥi paṇḍit,,Ye-śes rdo rje、Nag-tsho chen-po,,國土自在母讚,Pīṭheśvarīstotra,Shiṅ-gi dbaṅ-phyug-maḥi bstod-pa,ཞིང་གི་དབང་ཕྱུག་མའི་བསྟོད་པ,,,,,,,,
1718,2241,怛特羅部,通帙第130Śa,130,130,1718,1718,,,86a7-87b2,,Parahita,Nag-tsho śes-rab rgyal-mtshan,,金剛鈴相,Vajraghaṇṭalakṣaṇa-nāma,Rdo-rje dril-buḥi mtshan-ñid ces-bya-ba,རྡོ་རྗེ་དྲིལ་བུའི་མཚན་ཉིད་ཅེས་བྱ་བ,,,,,,,,
