Class,By part,Book,Book end,Number,Number,Identifier,Other book,Page number,Book vol,actual volumes’ number,Name,Deputy by name,Translator,Goryeo,Korean,Remarks,number of notes,Annotated by,Related classic,References
密教部類,密教部四,21,21,1322,1322,0,,488,1,1,新集浴像儀軌,,唐 慧琳述,,,,,,"縮-餘1,續-2.9.4",
密教部類,密教部四,21,21,1323,1323,0,,489,1,1,除一切疾病陀羅尼經,,唐 不空譯,1300,36,,,,"縮-閏15,卍-15.10",
密教部類,密教部四,21,21,1324,1324,0,,490,1,1,能淨一切眼疾病陀羅尼經,,唐 不空譯,1301,36,,,,"縮-閏15,卍-15.10",
密教部類,密教部四,21,21,1325,1325,0,,490,1,1,佛說療痔病經,,唐 義淨譯,866,20,,,,"縮-成8,卍-15.1",
密教部類,密教部四,21,21,1326,1326,0,,491,1,1,佛說[口*兄]時氣病經,,,438,13,,,,"縮-成12,卍-12.5",
密教部類,密教部四,21,21,1327,1327,0,,491,1,1,佛說[口*兄]齒經,,東晉 曇無蘭譯,438,13,,,,"縮-成12,卍-12.5",
密教部類,密教部四,21,21,1328,1328,0,,491,1,1,佛說[口*兄]目經,,,438,13,,,,"縮-成12,卍-12.5",
密教部類,密教部四,21,21,1329,1329,0,,491,1,1,佛說[口*兄]小兒經,,,438,13,,,,"縮-成12,卍-12.5",
密教部類,密教部四,21,21,1330,1330,0,,491,1,1,囉[口*縛]拏說救療小兒疾病經,,宋 法賢譯,1216,34,,,,"縮-成13,卍-15.5",
經集部類;密教部類,密教部四,21,21,1331,1331,0,,495,12,12,佛說灌頂經,,東晉 帛尸梨蜜多羅譯,174,10,,,,"縮-成6,卍-9.9","cf.Nos.450,451;Fasc.12=cf.Nos.449,2766"
密教部類,密教部四,21,21,1332,1332,0,,536,4,4,七佛八菩薩所說大陀羅尼神[口*兄]經,,失譯,433,13,,,,"縮-成7,卍-12.4",
密教部類,密教部四,21,21,1333,1333,0,,561,1,1,虛空藏菩薩問七佛陀羅尼[口*兄]經,,失譯,346,12,,,,"縮-成8,卍-11.2","Nos.1147,1334"
密教部類,密教部四,21,21,1334,1334,0,,565,1,1,如來方便善巧[口*兄]經,,隋 闍那崛多譯,338,12,,,,"縮-成8,卍-11.2","Nos.1147,1333"
密教部類,密教部四,21,21,1335,1335,0,,568,4,4,大吉義神[口*兄]經,,元魏 曇曜譯,434,13,,,,"縮-成8,卍-12.5",
密教部類,密教部四,21,21,1336,1336,0,,580,10,10,陀羅尼雜集,,失譯,1051,30,,,,"縮-成14,卍-27.8-9",
密教部類,密教部四,21,21,1337,1337,0,,637,1,1,種種雜[口*兄]經,,北周 闍那崛多譯,318,11,,,,"縮-餘5,卍-11.1",
密教部類,密教部四,21,21,1338,1338,0,,640,1,1,[口*兄]三首經,,唐 地婆訶羅譯,,,,,,縮-成12.卍-11.1,
密教部類,密教部四,21,21,1339,1339,0,,641,4,4,大方等陀羅尼經,,北涼 法眾譯,397,13,,,,縮-成5.卍-11.7,
密教部類,密教部四,21,21,1340,1340,0,,661,20,20,大法炬陀羅尼經,,隋 闍那崛多譯,388,12,,,,"縮-宙9,卍-11.7-8",
密教部類,密教部四,21,21,1341,1341,0,,755,20,20,大威德陀羅尼經,,隋 闍那崛多譯,389,12,,,,縮-宙10.卍-11.8,
密教部類,密教部四,21,21,1342,1342,0,,839,1,1,佛說無崖際總持法門經,,西秦 聖堅譯,334,12,,,,"縮-宙10,卍-11.2",
密教部類,密教部四,21,21,1343,1343,0,,843,1,1,尊勝菩薩所問一切諸法入無量門陀羅尼經,,北齊 萬天懿譯,335,12,,,,"縮-宙10,卍-11.2",
密教部類,密教部四,21,21,1344,1344,0,,850,1,1,金剛上味陀羅尼經,,元魏 佛陀扇多譯,336,12,,,,"縮-宙10,卍-11.2",No.1345
密教部類,密教部四,21,21,1345,1345,0,,854,1,1,金剛場陀羅尼經,,隋 闍那崛多譯,337,12,,,,"縮-宙10,卍-11.2",No.1344
密教部類,密教部四,21,21,1346,1346,0,,858,1,1,諸佛集會陀羅尼經,,唐 提雲般若等譯,475,13,,,,"縮-成7,卍-12.5,續-1.3.4",No.1347
密教部類,密教部四,21,21,1347,1347,0,,860,1,1,息除中夭陀羅尼經,,宋 施護譯,1114,33,,,,"縮-成7,卍-15.2",No.1346
密教部類,密教部四,21,21,1348,1348,0,,860,1,1,佛說十二佛名神[口*兄]校量功德除障滅罪經,,隋 闍那崛多譯,301,11,,,,"縮-成5,卍-11.1",No.1349
密教部類,密教部四,21,21,1349,1349,0,,863,1,1,佛說稱讚如來功德神[口*兄]經,,唐 義淨譯,302,11,,,,"縮-成5,卍-11.1",No.1348
密教部類,密教部四,21,21,1350,1350,0,,864,1,1,佛說一切如來名號陀羅尼經,,宋 法賢譯,1242,34,,,,"縮-成10,卍-15.5",
密教部類,密教部四,21,21,1351,1351,0,,864,1,1,佛說持句神[口*兄]經,,吳 支謙譯,347,12,,,,"縮-成7,卍-11.2","Nos.1029,1352-1355"
密教部類,密教部四,21,21,1352,1352,0,,865,1,1,佛說陀[阿-可+(嶙-山)]尼[金*本]經,,東晉 曇無蘭譯,348,12,,,,"縮-成7,卍-11.2","Nos.1029,1351,1353-1355"
密教部類,密教部四,21,21,1353,1353,0,,866,1,1,東方最勝燈王陀羅尼經,,隋 闍那崛多譯,349,12,,,,"縮-成7,卍-11.2","Nos.1029,1351,1352,1354,1355"
密教部類,密教部四,21,21,1354,1354,0,,868,1,1,東方最勝燈王如來經,,隋 闍那崛多等譯,350,12,,,,"縮-成7,卍-11.2","Nos.1029,1351-1353,1355"
密教部類,密教部四,21,21,1355,1355,0,,872,1,1,佛說聖最上燈明如來陀羅尼經,,宋 施護譯,1108,33,,,,"縮-成7,卍-15.2","Nos.1029,1351-1354"
密教部類,密教部四,21,21,1356,1356,0,,874,1,1,佛說華積陀羅尼神[口*兄]經,,吳 支謙譯,344,12,,,,"縮-成7,卍-11.1",Nos.1357-1359
密教部類,密教部四,21,21,1357,1357,0,,875,1,1,佛說師子奮迅菩薩所問經,,失譯,340,12,,,,"縮-成7,卍-11.1","Nos.1356,1358,1359"
密教部類,密教部四,21,21,1358,1358,0,,876,1,1,佛說花聚陀羅尼[口*兄]經,,失譯,339,12,,,,"縮-成7,卍-11.1","Nos.1356,1357,1359"
密教部類,密教部四,21,21,1359,1359,0,,877,1,1,佛說花積樓閣陀羅尼經,,宋 施護譯,1159,34,,,,"縮-成7,卍-15.4",Nos.1356-1358
密教部類,密教部四,21,21,1360,1360,0,,878,1,1,六門陀羅尼經,,唐 玄奘譯,447,13,,,,"縮-成8,卍-12.5",cf.No.1361
密教部類,密教部四,21,21,1361,1361,0,,878,1,1,六門陀羅尼經論,(附廣釋),世親菩薩造,,,,,,,cf.No.1360
密教部類,密教部四,21,21,1362,1362,0,,881,1,1,佛說善夜經,,唐 義淨譯,459,13,,,,"縮-成8,卍-12.6",
密教部類,密教部四,21,21,1363,1363,0,,882,1,1,勝幢臂印陀羅尼經,,唐 玄奘譯,332,11,,,,"縮-成8,卍-11.1",No.1364
密教部類,密教部四,21,21,1364,1364,0,,883,1,1,妙臂印幢陀羅尼經,,唐 實叉難陀譯,333,11,,,,"縮-成8,卍-11.1",No.1363
密教部類,密教部四,21,21,1365,1365,0,,883,1,1,八名普密陀羅尼經,,唐 玄奘譯,445,13,,,,"縮-成8,卍-12.5",No.1366
密教部類,密教部四,21,21,1366,1366,0,,884,1,1,佛說祕密八名陀羅尼經,,宋 法賢譯,1237,34,,,,"縮-成8,卍-15.5",No.1365
密教部類,密教部四,21,21,1367,1367,0,,884,1,1,佛說大普賢陀羅尼經,,失譯,441,13,,,,"縮-成12,卍-12.5",
密教部類,密教部四,21,21,1368,1368,0,,885,1,1,佛說大七寶陀羅尼經,,失譯,450,13,,,,"縮-成8,卍-12.5",
密教部類,密教部四,21,21,1369a,1369,0,a,885,1,1,百千印陀羅尼經,,唐 實叉難陀譯,477,13,,,,,
密教部類,密教部四,21,21,1369b,1369,1,b,886,1,1,百千印陀羅尼經,,唐 實叉難陀譯,477,13,,,,"縮-成8,卍-12.6",
密教部類,密教部四,21,21,1370,1370,0,,886,1,1,佛說持明藏八大總持王經,,宋 施護譯,1167,34,,,,"縮-成8,卍-15.3",
密教部類,密教部四,21,21,1371,1371,0,,888,1,1,佛說聖大總持王經,,宋 施護譯,1164,34,,,,"縮-成8,卍-15.3",
密教部類,密教部四,21,21,1372,1372,0,,889,1,1,增慧陀羅尼經,,宋 施護譯,1198,34,,,,"縮-成11,卍-15.5",
密教部類,密教部四,21,21,1373,1373,0,,889,1,1,佛說施一切無畏陀羅尼經,,宋 施護等譯,1457,40,,,,"縮-成8,卍-16.1",
密教部類,密教部四,21,21,1374,1374,0,,890,1,1,佛說一切功德莊嚴王經,,唐 義淨譯,455,13,,,,"縮-成8,卍-12.5",
密教部類,密教部四,21,21,1375,1375,0,,894,1,1,佛說莊嚴王陀羅尼[口*兄]經,,唐 義淨譯,458,13,,,,"縮-成8,卍-12.6",
密教部類,密教部四,21,21,1376,1376,0,,895,2,2,佛說聖莊嚴陀羅尼經,,宋 施護譯,1158,34,,,,"縮-成8,卍-15.4",
密教部類,密教部四,21,21,1377,1377,0,,898,1,1,佛說寶帶陀羅尼經,,宋 施護譯,1439,40,,,,"縮-成8,卍-15.7",
密教部類,密教部四,21,21,1378a,1378,0,a,901,1,1,佛說玄師[颱-台+(犮-乂+又)]陀所說神[口*兄]經,,東晉 曇無蘭譯,439,13,,,,"縮-成12,卍-12.5",
密教部類,密教部四,21,21,1378b,1378,1,b,902,1,1,幻師[颱-台+(犮-乂+又)]陀神[口*兄]經,,東晉 曇無蘭譯,,,,,,,
密教部類,密教部四,21,21,1379,1379,0,,902,1,1,佛說大愛陀羅尼經,,宋 法賢譯,1233,34,,,,"縮-成13,卍-12.5",
密教部類,密教部四,21,21,1380,1380,0,,902,1,1,佛說善樂長者經,,宋 法賢譯,1246,34,,,,"縮-成8,卍-15.5",
密教部類,密教部四,21,21,1381,1381,0,,903,1,1,佛說大吉祥陀羅尼經,,宋 法賢譯,1238,34,,,,"縮-成8,卍-15.5",
密教部類,密教部四,21,21,1382,1382,0,,904,1,1,佛說宿命智陀羅尼,,宋 法賢譯,1230,34,,,,"縮-成12,卍-15.5",
密教部類,密教部四,21,21,1383,1383,0,,904,1,1,佛說宿命智陀羅尼經,,宋 法賢譯,1224,34,,,,"縮-成8,卍-15.5",
密教部類,密教部四,21,21,1384,1384,0,,904,1,1,佛說[金*本]蘭那賒[口*縛]哩大陀羅尼經,,宋 法賢譯,1224,34,,,,"縮-成8,卍-15.5",
密教部類,密教部四,21,21,1385,1385,0,,905,1,1,佛說俱枳羅陀羅尼經,,宋 法賢譯,1224,34,,,,"縮-成8,卍-15.5",
密教部類,密教部四,21,21,1386,1386,0,,905,1,1,佛說妙色陀羅尼經,,宋 法賢譯,1224,34,,,,"縮-成8,卍-15.5",
密教部類,密教部四,21,21,1387,1387,0,,906,1,1,佛說栴檀香身陀羅尼經,,宋 法賢譯,1224,34,,,,"縮-成8,卍-15.5",
密教部類,密教部四,21,21,1388,1388,0,,906,1,1,佛說無畏陀羅尼經,,宋 法賢譯,1232,34,,,,"縮-成8,卍-16.2",
密教部類,密教部四,21,21,1389,1389,0,,907,1,1,佛說無量壽大智陀羅尼,,宋 法賢譯,1230,34,,,,"縮-成12,卍-15.5",
密教部類,密教部四,21,21,1390,1390,0,,907,1,1,佛說洛叉陀羅尼經,,宋 法賢譯,1224,34,,,,"縮-成8,卍-15.5",
密教部類,密教部四,21,21,1391,1391,0,,908,1,1,佛說檀特羅麻油述經,,東晉 曇無蘭譯,438,13,,,,"縮-成12,卍-12.5",
密教部類,密教部四,21,21,1392,1392,0,,908,1,1,大寒林聖難拏陀羅尼經,,宋 法天譯,1104,33,,,,"縮-成12,卍-15.2",
密教部類,密教部四,21,21,1393,1393,0,,910,1,1,佛說摩尼羅亶經,,東晉 曇無蘭譯,438,13,,,,"縮-成12,卍-12.5",
密教部類,密教部四,21,21,1394,1394,0,,911,1,1,佛說安宅神[口*兄]經,,失譯,437,13,,,,"縮-成12,卍-12.5",
密教部類,密教部四,21,21,1395,1395,0,,912,1,1,拔濟苦難陀羅尼經,,唐 玄奘譯,446,13,,,,"縮-成7,卍-12.5",
密教部類,密教部四,21,21,1396,1396,0,,913,1,1,佛說拔除罪障[口*兄]王經,,唐 義淨譯,456,13,,,,"縮-成8,卍-12.5",
密教部類,密教部四,21,21,1397,1397,0,,913,1,1,智炬陀羅尼經,,唐 提雲般若等譯,476,13,,,,"縮-成7,卍-12.5",
密教部類,密教部四,21,21,1398,1398,0,,914,1,1,佛說智光滅一切業障陀羅尼經,,宋 施護譯,1161,34,,,,"縮-成7,卍-15.3",
密教部類,密教部四,21,21,1399,1399,0,,915,1,1,佛說滅除五逆罪大陀羅尼經,,宋 法賢譯,1224,34,,,,"縮-成12,卍-15.5",
密教部類,密教部四,21,21,1400,1400,0,,916,1,1,佛說消除一切災障寶髻陀羅尼經,,宋 法賢譯,1224,34,,,,"縮-成12,卍-15.5",
密教部類,密教部四,21,21,1401,1401,0,,917,1,1,佛說大金剛香陀羅尼經,,宋 施護譯,1144,33,,,,"縮-成7,卍-15.5",
密教部類,密教部四,21,21,1402,1402,0,,918,1,1,消除一切閃電障難隨求如意陀羅尼經,,宋 施護譯,1109,33,,,,"縮-成12,卍-15.2",
密教部類,密教部四,21,21,1403,1403,0,,919,1,1,佛說如意摩尼陀羅尼經,,宋 施護譯,1149,33,,,,"縮-成8,卍-15.3",
密教部類,密教部四,21,21,1404,1404,0,,920,1,1,佛說如意寶總持王經,,宋 施護譯,1166,34,,,,"縮-成8,卍-15.3",
密教部類,密教部四,21,21,1405,1405,0,,921,1,1,佛說息除賊難陀羅尼經,,宋 法賢譯,1241,34,,,,"縮-成12,卍-15.5",
密教部類,密教部四,21,21,1406,1406,0,,922,1,1,佛說辟除賊害[口*兄]經,,,438,13,,,,"縮-成12,卍-12.5",
密教部類,密教部四,21,21,1407,1407,0,,922,1,1,佛說辟除諸惡陀羅尼經,,宋 法賢譯,1224,34,,,,"縮-成12,卍-15.5",
密教部類,密教部四,21,21,1408,1408,0,,922,1,1,佛說最上意陀羅尼經,,宋 施護譯,1169,34,,,,"縮-成10,卍-15.3",
密教部類,密教部四,21,21,1409,1409,0,,924,1,1,佛說聖最勝陀羅尼經,,宋 施護譯,1188,34,,,,"縮-成10,卍-15.5",
密教部類,密教部四,21,21,1410,1410,0,,925,1,1,佛說勝幡瓔珞陀羅尼經,,宋 施護譯,1162,34,,,,"縮-成10,卍-15.4",
密教部類,密教部四,21,21,1411,1411,0,,926,1,1,佛說蓮華眼陀羅尼經,,宋 施護譯,1143,33,,,,"縮-成8,卍-15.3",
密教部類,密教部四,21,21,1412,1412,0,,926,1,1,佛說寶生陀羅尼經,,宋 施護譯,1142,33,,,,"縮-成8,卍-15.4",
密教部類,密教部四,21,21,1413,1413,0,,927,1,1,佛說尊勝大明王經,,宋 施護譯,1165,34,,,,"縮-成8,卍-15.3",
密教部類,密教部四,21,21,1414,1414,0,,928,1,1,佛說金身陀羅尼經,,宋 施護譯,1440,40,,,,"縮-成8,卍-15.7",
密教部類,密教部四,21,21,1415,1415,0,,928,1,1,大金剛妙高山樓閣陀羅尼,,宋 施護譯,1150,33,,,,"縮-成12,卍-15.4",
密教部類,密教部四,21,21,1416,1416,0,,931,1,1,金剛摧碎陀羅尼,,宋 慈賢譯,,,,,,"縮-成12,卍-16.1",
密教部類,密教部四,21,21,1417,1417,0,,932,1,1,佛說壞相金剛陀羅尼經,,元 沙囉巴譯,,,,,,"縮-成12,續-1.3.4",
密教部類,密教部四,21,21,1418,1418,0,,933,1,1,佛說一切如來安像三昧儀軌經,,宋 施護譯,1146,33,,,,"縮-成6,卍-16.9",
密教部類,密教部四,21,21,1419,1419,0,,936,1,1,佛說造像量度經解,,清 工布查布譯解,,,,,,,
密教部類,密教部四,21,21,1420,1420,0,,956,2,2,龍樹五明論,,,,,,,,,
律部類,律部一,22,22,1421,1421,0,,1,30,30,彌沙塞部和醯五分律,,劉宋 佛陀什共竺道生等譯,895,22,,,,"縮-張1-2,卍-18.9-10,國-律13-14",cf.Nos.1422-1424
律部類,律部一,22,22,1422a,1422,0,a,194,1,1,彌沙塞五分戒本,,劉宋 佛陀什等譯,901,23,,,,"縮-張2,卍-19.8",cf.No.1421
律部類,律部一,22,22,1422b,1422,1,b,200,1,1,五分戒本,,劉宋 佛陀什等譯,901,23,,,,,
律部類,律部一,22,22,1423,1423,0,,206,1,1,五分比丘尼戒本,,梁 明徽集,905,23,,,,"縮-張2,卍-19.8",cf.No.1421
律部類,律部一,22,22,1424,1424,0,,214,1,1,彌沙塞羯磨本,,唐 愛同錄,916,23,,,,"縮-張2,卍-19.8",cf.No.1421
律部類,律部一,22,22,1425,1425,0,,227,40,40,摩訶僧祇律,,東晉 佛陀跋陀羅共法顯譯,889,21,,,,"縮-列8-10,卍-18.4-6,國-律8-11","cf.Nos.1426,1427"
律部類,律部一,22,22,1426,1426,0,,549,1,1,摩訶僧祇律大比丘戒本,,東晉 佛陀跋陀羅譯,903,23,,,,"縮-列10,卍-19.8",cf.No.1425
律部類,律部一,22,22,1427,1427,0,,556,1,1,摩訶僧祇比丘尼戒本,,東晉 法顯共覺賢譯,900,23,,,,"縮-列10,卍-19.7",cf.No.1425
律部類,律部一,22,22,1428,1428,0,,567,60,60,四分律,,姚秦 佛陀耶舍共竺佛念等譯,896,23,,,,"縮-列3-6,卍-17.8-18.1,國-律1-4","cf.Nos.1429-1434,1804,1805"
律部類,律部一,22,22,1429,1429,0,,1015,1,1,四分律比丘戒本,,後秦 佛陀耶舍譯,909,23,,,,"縮-列7,卍-19.8","No.1430;cf.Nos.1428,1806,1807"
律部類,律部一,22,22,1430,1430,0,,1023,1,1,四分僧戒本,,後秦 佛陀耶舍譯,904,23,,,,"縮-列7,卍-19.8",No.1429;cf.No.1428
律部類,律部一,22,22,1431,1431,0,,1030,1,1,四分比丘尼戒本,,後秦 佛陀耶舍譯,908,23,,,,"縮-列7,卍-19.8",cf.No.1428
律部類,律部一,22,22,1432,1432,0,,1041,1,1,曇無德律部雜羯磨,,曹魏 康僧鎧譯,918,23,,,,"縮-列7,卍-19.8","Nos.1433,1434;cf.Nos.1428,1808-1810"
律部類,律部一,22,22,1433,1433,0,,1051,1,1,羯磨,,曹魏 曇諦譯,915,23,,,,"縮-列7,卍-19.7,國-律11","Nos.1432,1434;cf.Nos.1428,1808,1809"
律部類,律部一,22,22,1434,1434,0,,1065,1,1,四分比丘尼羯磨法,,劉宋 求那跋摩譯,919,23,,,,"縮-列7,卍-19.4","Nos.1432,1433;cf.Nos.1428,1808,1810"
律部類,律部二,23,23,1435,1435,0,,1,61,61,十誦律,,後秦 弗若多羅共羅什譯,890,21,,,,"縮-張3-7,卍-17.4-7,國-律5-7",
律部類,律部二,23,23,1436,1436,0,,470,1,1,十誦比丘波羅提木叉戒本,,姚秦 鳩摩羅什譯,902,23,,,,"縮-張7,卍-19.8",
律部類,律部二,23,23,1437,1437,0,,479,1,1,十誦比丘尼波羅提木叉戒本,,劉宋 法顯集出,899,23,,,,"縮-張7,卍-19.8",
律部類,律部二,23,23,1438,1438,0,,489,1,1,大沙門百一羯磨法,,,917,23,,,,"縮-張7,卍-19.8",
律部類,律部二,23,23,1439,1439,0,,496,1,1,十誦羯磨比丘要用,,劉宋 僧璩撰出,920,23,,,,"縮-張7,卍-19.8",
律部類,律部二,23,23,1440,1440,0,,503,9,9,薩婆多毘尼毘婆沙,,失譯,941,24,,,,"縮-寒7,卍-19.6,國-律15-16",
律部類,律部二,23,23,1441,1441,0,,564,10,10,薩婆多部毘尼摩得勒伽,,劉宋 僧伽跋摩譯,935,24,,,,"縮-寒7,卍-19.5,國-律16",
律部類,律部二,23,23,1442,1442,0,,627,50,50,根本說一切有部毘奈耶,,唐 義淨譯,891,22,,,,"縮-張8-9,卍-18.2-3,國-律19-21",
律部類,律部二,23,23,1443,1443,0,,907,20,20,根本說一切有部苾芻尼毘奈耶,,唐 義淨譯,892,22,,,,"縮-張10,卍-19.1,國-律22",
律部類,律部二,23,23,1444,1444,0,,1020,4,4,根本說一切有部毘奈耶出家事,,唐 義淨譯,1391,37,,,,"縮-寒4,續-1.2.1,國-律22",
律部類,律部二,23,23,1445,1445,0,,1041,1,1,根本說一切有部毘奈耶安居事,,唐 義淨譯,1392,37,,,,"縮-寒4,續-1.2.1,國-律22",
律部類,律部二,23,23,1446,1446,0,,1044,1,1,根本說一切有部毘奈耶隨意事,,唐 義淨譯,1393,37,,,,"縮-寒4,續-1.2.1,國-律22",
律部類,律部二,23,23,1447,1447,0,,1048,2,2,根本說一切有部毘奈耶皮革事,,唐 義淨譯,1394,37,,,,"縮-寒4,續-1.2.1,國-律22",
律部類,律部三,24,24,1448,1448,0,,1,18,18,根本說一切有部毘奈耶藥事,,唐 義淨譯,1389,37,,,,"縮-寒4,續-1.1.5,國-律23",
律部類,律部三,24,24,1449,1449,0,,97,1,1,根本說一切有部毘奈耶羯恥那衣事,,唐 義淨譯,1395,37,,,,"縮-寒4,續-1.2.1,國-律22",
律部類,律部三,24,24,1450,1450,0,,99,20,20,根本說一切有部毘奈耶破僧事,,唐 義淨譯,1390,37,,,,"縮-寒3,卍-18.10-19.1,國-律24",
律部類,律部三,24,24,1451,1451,0,,207,40,40,根本說一切有部毘奈耶雜事,,唐 義淨譯,893,22,,,,"縮-寒1-2,卍-18.7-8,國-律25-26",
律部類,律部三,24,24,1452,1452,0,,415,10,10,根本說一切有部尼陀那目得迦,,唐 義淨譯,894,22,,,,"縮-寒5,卍-19.5",
律部類,律部三,24,24,1453,1453,0,,455,10,10,根本說一切有部百一羯磨,,唐 義淨譯,914,23,,,,"縮-寒5,卍-19.4",
律部類,律部三,24,24,1454,1454,0,,500,1,1,根本說一切有部戒經,,唐 義淨譯,898,23,,,,"縮-寒5,卍-17.3",
律部類,律部三,24,24,1455,1455,0,,508,1,1,根本說一切有部苾芻尼戒經,,唐 義淨譯,897,23,,,,"縮-寒5,卍-19.7",
律部類,律部三,24,24,1456,1456,0,,517,1,1,根本說一切有部毘奈耶尼陀那目得迦攝頌,,唐 義淨譯,927,23,,,,"縮-寒5,卍-19.7",
律部類,律部三,24,24,1457,1457,0,,520,1,1,根本說一切有部略毘奈耶雜事攝頌,,唐 義淨譯,928,23,,,,"縮-寒5,卍-19.7",
律部類,律部三,24,24,1458,1458,0,,525,14,14,根本薩婆多部律攝,,尊者勝友造　唐 義淨譯,934,24,,,,"縮-寒6,卍-19.3,國-律17",
律部類,律部三,24,24,1459,1459,0,,617,3,3,根本說一切有部毘奈耶頌,,尊者毘舍佉造　唐 義淨譯,925,23,,,,"縮-寒6,卍-19.7",
律部類,律部三,24,24,1460,1460,0,,659,1,1,解脫戒經,,元魏 般若流支譯,910,23,,,,"縮-寒10,卍-17.3,國-律11",
律部類,律部三,24,24,1461,1461,0,,665,1,1,律二十二明了論,,弗陀多羅多造　陳 真諦譯,942,24,,,,"縮-寒9,卍-19.7,國-律11",
律部類,律部三,24,24,1462,1462,0,,673,18,18,善見律毘婆沙,,蕭齊 僧伽跋陀羅譯,937,24,,,,"縮-寒8,卍-19.2,國-律18",
律部類,律部三,24,24,1463,1463,0,,801,8,8,毘尼母經,,失譯,939,24,,,,"縮-寒9,卍-19.6,國-律15",
律部類,律部三,24,24,1464,1464,0,,851,10,10,鼻奈耶,,姚秦 竺佛念譯,936,24,,,,"縮-寒9,卍-19.4",
律部類,律部三,24,24,1465,1465,0,,899,1,1,舍利弗問經,,失譯,907,23,,,,"縮-寒10,卍-19.8",
律部類,律部三,24,24,1466,1466,0,,903,1,1,優波離問佛經,,宋 求那跋摩譯,921,23,,,,"縮-寒10,卍-17.3",
律部類,律部三,24,24,1467a,1467,0,a,910,1,1,佛說犯戒罪報輕重經,,後漢 安世高譯,932,23,,,,"縮-寒10,卍-17.3",
律部類,律部三,24,24,1467b,1467,1,b,911,1,1,佛說犯戒罪報輕重經,,,932,23,,,,,
律部類,律部三,24,24,1468,1468,0,,911,1,1,佛說目連所問經,,宋 法天譯,1133,33,,,,"縮-寒10,卍-15.3",
律部類,律部三,24,24,1469,1469,0,,912,1,1,佛說迦葉禁戒經,,宋 沮渠京聲譯,931,23,,,,"縮-寒10,卍-17.3",
律部類,律部三,24,24,1470,1470,0,,912,2,2,大比丘三千威儀,,後漢 安世高譯,940,24,,,,"縮-寒10,卍-19.3",
律部類,律部三,24,24,1471,1471,0,,926,1,1,沙彌十戒法并威儀,,失譯,906,23,,,,"縮-寒10,卍-19.7",
律部類,律部三,24,24,1472,1472,0,,932,1,1,沙彌威儀,,宋 求那跋摩譯,911,23,,,,"縮-寒10,卍-19.8",
律部類,律部三,24,24,1473,1473,0,,935,1,1,佛說沙彌十戒儀則經,,宋 施護譯,1126,33,,,,"縮-寒10,卍-15.3",
律部類,律部三,24,24,1474,1474,0,,937,1,1,沙彌尼戒經,,失譯,913,23,,,,"縮-寒10,卍-19.8",
律部類,律部三,24,24,1475,1475,0,,938,1,1,沙彌尼離戒文,,失譯,912,23,,,,"縮-寒10,卍-19.8",
律部類,律部三,24,24,1476,1476,0,,939,1,1,佛說優婆塞五戒相經,,宋 求那跋摩譯,930,23,,,,"縮-寒10,卍-18.3",
律部類,律部三,24,24,1477,1477,0,,944,1,1,佛說戒消災經,,吳 支謙譯,933,23,,,,"縮-寒10,卍-17.3",
律部類,律部三,24,24,1478,1478,0,,945,2,2,大愛道比丘尼經,,失譯,926,23,,,,"縮-寒10,卍-19.7",
律部類,律部三,24,24,1479,1479,0,,955,1,1,佛說苾芻五法經,,宋 法天譯,1135,33,,,,"縮-寒10,卍-15.3",
律部類,律部三,24,24,1480,1480,0,,956,1,1,佛說苾芻迦尸迦十法經,,宋 法天譯,1129,33,,,,"縮-寒10,卍-15.3",
